country,sex,year,ASIRsmooth
Qatar,1,2005,2.423459806
Qatar,1,2006,2.632925014
Qatar,1,2007,2.606221977
Qatar,1,2008,5.331422786
Qatar,1,2009,5.209255019
Qatar,1,2010,3.84858507
Qatar,1,2011,1.16268066
Qatar,1,2012,1.748829469
Qatar,1,2013,1.817477682
Qatar,1,2014,1.868309514
Qatar,1,2015,1.402315961
Qatar,1,2016,2.621985502
Qatar,1,2017,5.151562699
Republic of Korea,1,1999,2.072571992
Republic of Korea,1,2000,1.998778021
Republic of Korea,1,2001,2.227323101
Republic of Korea,1,2002,2.764943177
Republic of Korea,1,2003,3.629788158
Republic of Korea,1,2004,4.752779215
Republic of Korea,1,2005,5.928629066
Republic of Korea,1,2006,7.531254962
Republic of Korea,1,2007,10.11201433
Republic of Korea,1,2008,13.03965956
Republic of Korea,1,2009,15.91405065
Republic of Korea,1,2010,18.32492174
Republic of Korea,1,2011,20.84642814
Republic of Korea,1,2012,23.52853163
Republic of Korea,1,2013,22.9083248
Republic of Korea,1,2014,18.68123409
Republic of Korea,1,2015,16.09944579
Republic of Korea,1,2016,15.67935616
Republic of Korea,1,2017,17.29180627
Slovenia,1,1983,1.210972657
Slovenia,1,1984,1.236196511
Slovenia,1,1985,1.259714951
Slovenia,1,1986,1.279392066
Slovenia,1,1987,1.29556236
Slovenia,1,1988,1.324075614
Slovenia,1,1989,1.347713969
Slovenia,1,1990,1.315892829
Slovenia,1,1991,1.276088665
Slovenia,1,1992,1.258803484
Slovenia,1,1993,1.254832609
Slovenia,1,1994,1.264222027
Slovenia,1,1995,1.297519654
Slovenia,1,1996,1.360167159
Slovenia,1,1997,1.539209185
Slovenia,1,1998,1.726044946
Slovenia,1,1999,1.841956472
Slovenia,1,2000,1.947474749
Slovenia,1,2001,2.038684089
Slovenia,1,2002,2.109119721
Slovenia,1,2003,2.122088643
Slovenia,1,2004,2.113651084
Slovenia,1,2005,2.107440839
Slovenia,1,2006,2.134722352
Slovenia,1,2007,2.187309712
Slovenia,1,2008,2.285647294
Slovenia,1,2009,2.400991415
Slovenia,1,2010,2.601274091
Slovenia,1,2011,2.805146726
Slovenia,1,2012,2.927434107
Slovenia,1,2013,3.005611268
Slovenia,1,2014,3.02466795
Slovenia,1,2015,2.998041746
Slovenia,1,2016,2.920160798
Slovenia,1,2017,2.793691982
Spain,1,2003,2.108206731
Spain,1,2004,1.812949811
Spain,1,2005,1.839649114
Spain,1,2006,2.294764903
Spain,1,2007,2.636202965
Spain,1,2008,2.580994578
Spain,1,2009,2.763999563
Spain,1,2010,3.070172973
Spain,1,2011,3.024911577
Spain,1,2012,3.152051413
Spain,1,2013,3.527893605
Spain,1,2014,3.618584603
Spain,1,2015,3.516903392
Spain,1,2016,3.488013886
Spain,1,2017,3.439637059
Switzerland,1,1998,1.701825437
Switzerland,1,1999,1.738233073
Switzerland,1,2000,1.883677237
Switzerland,1,2001,2.14349024
Switzerland,1,2002,2.423924278
Switzerland,1,2003,2.834074939
Switzerland,1,2004,3.009953257
Switzerland,1,2005,3.109691741
Switzerland,1,2006,3.142069304
Switzerland,1,2007,3.001841159
Switzerland,1,2008,3.106661506
Switzerland,1,2009,3.040184438
Switzerland,1,2010,2.892767097
Switzerland,1,2011,3.19046691
Switzerland,1,2012,4.003623429
Switzerland,1,2013,4.954867584
Switzerland,1,2014,5.091332697
Switzerland,1,2015,4.689246469
Switzerland,1,2016,4.198731158
Switzerland,1,2017,3.608102039
Thailand,1,1993,1.377975762
Thailand,1,1994,1.264131424
Thailand,1,1995,1.183344734
Thailand,1,1996,1.129531138
Thailand,1,1997,1.100928652
Thailand,1,1998,1.098701825
Thailand,1,1999,1.127043069
Thailand,1,2000,1.188558689
Thailand,1,2001,1.228520427
Thailand,1,2002,1.181337548
Thailand,1,2003,1.115921154
Thailand,1,2004,1.063476429
Thailand,1,2005,1.086884552
Thailand,1,2006,1.126963535
Thailand,1,2007,1.177552389
Thailand,1,2008,1.166268343
Thailand,1,2009,1.189157645
Thailand,1,2010,1.229156133
Thailand,1,2011,1.347550709
Thailand,1,2012,1.426837291
Thailand,1,2013,1.49041866
Thailand,1,2014,1.541692146
Thailand,1,2015,1.555255591
Thailand,1,2016,1.540404717
Thailand,1,2017,1.490074692
The Netherlands,1,1989,0.81045559
The Netherlands,1,1990,0.907778039
The Netherlands,1,1991,0.984327667
The Netherlands,1,1992,1.038324205
The Netherlands,1,1993,1.068036723
The Netherlands,1,1994,1.079674988
The Netherlands,1,1995,1.058602407
The Netherlands,1,1996,1.024945943
The Netherlands,1,1997,1.001329008
The Netherlands,1,1998,0.988632703
The Netherlands,1,1999,1.012805306
The Netherlands,1,2000,1.035651181
The Netherlands,1,2001,1.002638226
The Netherlands,1,2002,0.991117878
The Netherlands,1,2003,1.080396659
The Netherlands,1,2004,1.16756474
The Netherlands,1,2005,1.250476903
The Netherlands,1,2006,1.25120115
The Netherlands,1,2007,1.240163108
The Netherlands,1,2008,1.280807989
The Netherlands,1,2009,1.352190291
The Netherlands,1,2010,1.47506593
The Netherlands,1,2011,1.570844989
The Netherlands,1,2012,1.653834426
The Netherlands,1,2013,1.70573171
The Netherlands,1,2014,1.744229612
The Netherlands,1,2015,1.776245597
The Netherlands,1,2016,1.797071852
The Netherlands,1,2017,1.80941795
Türkiye,1,1998,0.989488824
Türkiye,1,1999,1.191897541
Türkiye,1,2000,1.3850159
Türkiye,1,2001,1.605066835
Türkiye,1,2002,1.795133742
Türkiye,1,2003,2.055583706
Türkiye,1,2004,2.422944148
Türkiye,1,2005,2.768367126
Türkiye,1,2006,3.338047965
Türkiye,1,2007,3.983594929
Türkiye,1,2008,4.351387547
Türkiye,1,2009,4.542211787
Türkiye,1,2010,4.846080512
Türkiye,1,2011,5.489117377
Türkiye,1,2012,6.218487047
Türkiye,1,2013,6.584524805
Türkiye,1,2014,6.545359799
Türkiye,1,2015,6.57519603
Türkiye,1,2016,6.729476951
Türkiye,1,2017,7.011161517
Uganda,1,1993,0.349713309
Uganda,1,1994,0.451617536
Uganda,1,1995,0.57006228
Uganda,1,1996,0.675991815
Uganda,1,1997,0.813271359
Uganda,1,1998,0.899513032
Uganda,1,1999,0.751925986
Uganda,1,2000,0.528983683
Uganda,1,2001,0.389597859
Uganda,1,2002,0.662431173
Uganda,1,2003,1.081568428
Uganda,1,2004,1.502330991
Uganda,1,2005,1.682234696
Uganda,1,2006,1.478279999
Uganda,1,2007,1.174584994
Uganda,1,2008,0.959948721
Uganda,1,2009,0.964157276
Uganda,1,2010,1.012100524
Uganda,1,2011,1.242711454
Uganda,1,2012,1.18343147
Uganda,1,2013,1.011966279
Uganda,1,2014,0.688359685
Uganda,1,2015,0.584960532
Uganda,1,2016,0.603227886
Uganda,1,2017,0.813203508
UK,1,2003,1.10403345
UK,1,2004,1.118667727
UK,1,2005,1.161379073
UK,1,2006,1.256278771
UK,1,2007,1.30826188
UK,1,2008,1.371750083
UK,1,2009,1.528775149
UK,1,2010,1.716143328
UK,1,2011,1.783040512
UK,1,2012,1.857632681
UK,1,2013,2.013517945
UK,1,2014,2.131675181
UK,1,2015,2.158684517
UK,1,2016,2.2013064
UK,1,2017,2.273168783
USA,1,1980,1.925470041
USA,1,1981,2.019608555
USA,1,1982,2.099048733
USA,1,1983,2.160362973
USA,1,1984,2.209883624
USA,1,1985,2.235499133
USA,1,1986,2.238806249
USA,1,1987,2.251593107
USA,1,1988,2.280965912
USA,1,1989,2.324621974
USA,1,1990,2.404976393
USA,1,1991,2.508121407
USA,1,1992,2.59724751
USA,1,1993,2.658435488
USA,1,1994,2.715387759
USA,1,1995,2.741729515
USA,1,1996,2.772679222
USA,1,1997,2.846560507
USA,1,1998,2.946770231
USA,1,1999,3.0883597
USA,1,2000,3.257956807
USA,1,2001,3.442549135
USA,1,2002,3.652153026
USA,1,2003,3.87448348
USA,1,2004,4.095719673
USA,1,2005,4.326214785
USA,1,2006,4.555765392
USA,1,2007,4.788150397
USA,1,2008,5.023432921
USA,1,2009,5.275511295
USA,1,2010,5.53152883
USA,1,2011,5.735575894
USA,1,2012,5.884128722
USA,1,2013,5.989621171
USA,1,2014,6.044070387
USA,1,2015,6.052227853
USA,1,2016,6.006891051
USA,1,2017,5.911976267
Argentina,2,2003,5.690935061
Argentina,2,2004,6.077960417
Argentina,2,2005,6.328536689
Argentina,2,2006,6.144340558
Argentina,2,2007,4.914941965
Argentina,2,2008,4.634070991
Argentina,2,2009,5.496617897
Argentina,2,2010,6.086896791
Argentina,2,2011,7.526031703
Argentina,2,2012,8.145459912
Argentina,2,2013,7.440854604
Argentina,2,2014,6.176057647
Argentina,2,2015,6.318526697
Argentina,2,2016,6.730893984
Argentina,2,2017,7.783850019
Australia,2,1993,4.976719685
Australia,2,1994,5.233808172
Australia,2,1995,5.477066769
Australia,2,1996,5.718360221
Australia,2,1997,5.929961375
Australia,2,1998,6.156285401
Australia,2,1999,6.439357797
Australia,2,2000,6.819606439
Australia,2,2001,7.262317925
Australia,2,2002,7.781212213
Australia,2,2003,8.317806664
Australia,2,2004,8.840488464
Australia,2,2005,9.273498157
Australia,2,2006,9.678877897
Australia,2,2007,10.10353642
Australia,2,2008,10.65072352
Australia,2,2009,11.20486144
Australia,2,2010,11.77451217
Australia,2,2011,12.35522967
Australia,2,2012,12.85999218
Australia,2,2013,13.29806027
Australia,2,2014,13.63371281
Australia,2,2015,13.91797337
Australia,2,2016,14.13799664
Australia,2,2017,14.29873626
Austria,2,1998,5.755803137
Austria,2,1999,6.28347668
Austria,2,2000,6.770800356
Austria,2,2001,7.26757684
Austria,2,2002,7.549289997
Austria,2,2003,7.724238556
Austria,2,2004,8.306112785
Austria,2,2005,9.224528522
Austria,2,2006,10.18079013
Austria,2,2007,11.15076956
Austria,2,2008,11.85260893
Austria,2,2009,12.15807086
Austria,2,2010,12.05347569
Austria,2,2011,11.64670663
Austria,2,2012,11.28928997
Austria,2,2013,10.76369963
Austria,2,2014,10.23610452
Austria,2,2015,9.917939938
Austria,2,2016,9.764593328
Austria,2,2017,9.807413124
Bahrain,2,1998,5.877461918
Bahrain,2,1999,7.970233973
Bahrain,2,2000,9.076940978
Bahrain,2,2001,9.035050827
Bahrain,2,2002,8.403850032
Bahrain,2,2003,8.877414255
Bahrain,2,2004,9.07991015
Bahrain,2,2005,8.197981359
Bahrain,2,2006,6.513462046
Bahrain,2,2007,4.542395861
Bahrain,2,2008,3.861488214
Bahrain,2,2009,4.321437307
Bahrain,2,2010,4.485333243
Bahrain,2,2011,4.086682547
Bahrain,2,2012,4.758124971
Bahrain,2,2013,7.410419162
Bahrain,2,2014,10.68816846
Bahrain,2,2015,11.78450544
Bahrain,2,2016,10.66271813
Bahrain,2,2017,7.278051157
Belarus,2,1983,1.891220131
Belarus,2,1984,1.705740135
Belarus,2,1985,1.667056791
Belarus,2,1986,1.782014649
Belarus,2,1987,2.057691896
Belarus,2,1988,2.480390146
Belarus,2,1989,3.06699024
Belarus,2,1990,3.996294011
Belarus,2,1991,5.025690193
Belarus,2,1992,6.122786717
Belarus,2,1993,7.201456713
Belarus,2,1994,8.023463587
Belarus,2,1995,8.619845753
Belarus,2,1996,9.176328855
Belarus,2,1997,9.833375917
Belarus,2,1998,10.51401363
Belarus,2,1999,11.51596966
Belarus,2,2000,12.48448866
Belarus,2,2001,13.22529911
Belarus,2,2002,13.80498984
Belarus,2,2003,13.9229887
Belarus,2,2004,13.8553535
Belarus,2,2005,13.72814067
Belarus,2,2006,13.79686211
Belarus,2,2007,13.88187889
Belarus,2,2008,14.15040138
Belarus,2,2009,14.42599634
Belarus,2,2010,14.5130793
Belarus,2,2011,14.57660594
Belarus,2,2012,14.58885982
Belarus,2,2013,14.6696035
Belarus,2,2014,14.9186457
Belarus,2,2015,15.26055485
Belarus,2,2016,15.74174048
Belarus,2,2017,16.33851456
Canada,2,1980,3.883548914
Canada,2,1981,3.958240281
Canada,2,1982,4.048721445
Canada,2,1983,4.153194439
Canada,2,1984,4.272831361
Canada,2,1985,4.414820247
Canada,2,1986,4.577021006
Canada,2,1987,4.74902847
Canada,2,1988,4.876724745
Canada,2,1989,5.03289441
Canada,2,1990,5.330111738
Canada,2,1991,5.695341366
Canada,2,1992,6.030117376
Canada,2,1993,6.306471643
Canada,2,1994,6.572019488
Canada,2,1995,6.709343095
Canada,2,1996,6.890451256
Canada,2,1997,7.183558018
Canada,2,1998,7.60565069
Canada,2,1999,8.397435484
Canada,2,2000,9.406502848
Canada,2,2001,10.41538818
Canada,2,2002,11.48531383
Canada,2,2003,12.53694301
Canada,2,2004,13.35035498
Canada,2,2005,14.06389779
Canada,2,2006,14.78667141
Canada,2,2007,15.49921312
Canada,2,2008,16.23910592
Canada,2,2009,17.24914706
Canada,2,2010,18.36265465
Canada,2,2011,19.16007854
Canada,2,2012,19.62162475
Canada,2,2013,19.81439282
Canada,2,2014,19.66291791
Canada,2,2015,19.21746784
Canada,2,2016,18.4206543
Canada,2,2017,17.30234564
Chile,2,1998,2.543251874
Chile,2,1999,4.217910579
Chile,2,2000,5.14139819
Chile,2,2001,5.493521016
Chile,2,2002,5.196934618
Chile,2,2003,4.78566661
Chile,2,2004,5.409847831
Chile,2,2005,6.676622586
Chile,2,2006,7.313221313
Chile,2,2007,7.548547849
Chile,2,2008,6.642471155
Chile,2,2009,6.478780345
Chile,2,2010,8.328472968
Chile,2,2011,8.682237281
Chile,2,2012,9.345147834
Chile,2,2013,11.59491133
Chile,2,2014,15.00208589
Chile,2,2015,17.84600492
Chile,2,2016,19.29614164
Chile,2,2017,19.29767823
China,2,2003,3.864574146
China,2,2004,5.035198092
China,2,2005,6.049788665
China,2,2006,6.833776845
China,2,2007,7.537035069
China,2,2008,8.49004011
China,2,2009,9.84103111
China,2,2010,12.10946878
China,2,2011,15.67093671
China,2,2012,20.98012907
China,2,2013,27.42588125
China,2,2014,32.96790889
China,2,2015,36.22606332
China,2,2016,38.9260194
China,2,2017,41.22545457
Colombia,2,2003,10.76721218
Colombia,2,2004,9.69401173
Colombia,2,2005,9.489648108
Colombia,2,2006,10.49895148
Colombia,2,2007,11.79857753
Colombia,2,2008,12.46683067
Colombia,2,2009,12.20880591
Colombia,2,2010,13.89236587
Colombia,2,2011,15.96304252
Colombia,2,2012,17.31939362
Colombia,2,2013,17.95772875
Colombia,2,2014,20.11020771
Colombia,2,2015,22.05742116
Colombia,2,2016,23.03926969
Colombia,2,2017,23.06419292
Costa Rica,2,1982,4.615978149
Costa Rica,2,1983,4.222054333
Costa Rica,2,1984,3.94901739
Costa Rica,2,1985,3.806751798
Costa Rica,2,1986,3.783152305
Costa Rica,2,1987,3.874158984
Costa Rica,2,1988,4.075034438
Costa Rica,2,1989,4.505172367
Costa Rica,2,1990,4.981933318
Costa Rica,2,1991,5.382018903
Costa Rica,2,1992,5.756963748
Costa Rica,2,1993,5.989086713
Costa Rica,2,1994,6.097257151
Costa Rica,2,1995,6.184352546
Costa Rica,2,1996,6.303857347
Costa Rica,2,1997,6.500760233
Costa Rica,2,1998,6.86625843
Costa Rica,2,1999,7.33734751
Costa Rica,2,2000,7.98584238
Costa Rica,2,2001,8.749997271
Costa Rica,2,2002,9.719253535
Costa Rica,2,2003,10.6182006
Costa Rica,2,2004,11.56527958
Costa Rica,2,2005,12.47964322
Costa Rica,2,2006,13.47638446
Costa Rica,2,2007,14.70172535
Costa Rica,2,2008,15.99320668
Costa Rica,2,2009,17.49250299
Costa Rica,2,2010,18.97059877
Costa Rica,2,2011,20.24975912
Costa Rica,2,2012,21.27373476
Costa Rica,2,2013,21.87678003
Costa Rica,2,2014,22.19600518
Costa Rica,2,2015,22.16934013
Costa Rica,2,2016,21.82532929
Croatia,2,1988,4.388224861
Croatia,2,1989,4.043212011
Croatia,2,1990,3.860590796
Croatia,2,1991,3.824989416
Croatia,2,1992,3.933875612
Croatia,2,1993,4.177761675
Croatia,2,1994,4.55016986
Croatia,2,1995,5.05105627
Croatia,2,1996,5.723890435
Croatia,2,1997,6.46386571
Croatia,2,1998,7.275981198
Croatia,2,1999,8.049230847
Croatia,2,2000,8.646120861
Croatia,2,2001,9.170662355
Croatia,2,2002,9.393682971
Croatia,2,2003,9.668533142
Croatia,2,2004,10.0245644
Croatia,2,2005,10.76429842
Croatia,2,2006,11.57232283
Croatia,2,2007,12.35554849
Croatia,2,2008,13.10215216
Croatia,2,2009,13.53558497
Croatia,2,2010,13.96682575
Croatia,2,2011,14.58003016
Croatia,2,2012,15.31434914
Croatia,2,2013,16.29196629
Croatia,2,2014,17.30607269
Croatia,2,2015,18.2756124
Croatia,2,2016,19.26742418
Croatia,2,2017,20.21651033
Cyprus,2,1998,10.46771161
Cyprus,2,1999,9.264694571
Cyprus,2,2000,8.927104009
Cyprus,2,2001,9.505010363
Cyprus,2,2002,10.92433063
Cyprus,2,2003,11.51027189
Cyprus,2,2004,11.77571259
Cyprus,2,2005,12.18644796
Cyprus,2,2006,14.47448509
Cyprus,2,2007,18.85371306
Cyprus,2,2008,23.05542888
Cyprus,2,2009,26.9014611
Cyprus,2,2010,30.30000567
Cyprus,2,2011,31.76845416
Cyprus,2,2012,32.57265808
Cyprus,2,2013,35.35868472
Cyprus,2,2014,42.74479512
Cyprus,2,2015,50.05507459
Cyprus,2,2016,54.95407686
Cyprus,2,2017,57.48118541
Czech Republic,2,1983,2.806460979
Czech Republic,2,1984,2.815804464
Czech Republic,2,1985,2.832368597
Czech Republic,2,1986,2.862167479
Czech Republic,2,1987,2.909222709
Czech Republic,2,1988,2.95914147
Czech Republic,2,1989,3.027345249
Czech Republic,2,1990,3.122721094
Czech Republic,2,1991,3.257971462
Czech Republic,2,1992,3.500088415
Czech Republic,2,1993,3.774092518
Czech Republic,2,1994,4.055348657
Czech Republic,2,1995,4.304541483
Czech Republic,2,1996,4.553817485
Czech Republic,2,1997,4.775442392
Czech Republic,2,1998,4.998615216
Czech Republic,2,1999,5.159812689
Czech Republic,2,2000,5.375340947
Czech Republic,2,2001,5.821371319
Czech Republic,2,2002,6.327379604
Czech Republic,2,2003,6.896230316
Czech Republic,2,2004,7.464417074
Czech Republic,2,2005,8.043626577
Czech Republic,2,2006,8.595572943
Czech Republic,2,2007,9.11210958
Czech Republic,2,2008,9.497560782
Czech Republic,2,2009,9.85296414
Czech Republic,2,2010,10.2587173
Czech Republic,2,2011,10.66531003
Czech Republic,2,2012,11.09685456
Czech Republic,2,2013,11.47889505
Czech Republic,2,2014,11.75555995
Czech Republic,2,2015,11.97445165
Czech Republic,2,2016,12.12727352
Czech Republic,2,2017,12.2166161
Denmark,2,1980,2.105431202
Denmark,2,1981,2.092037689
Denmark,2,1982,2.076555635
Denmark,2,1983,2.055283083
Denmark,2,1984,2.035082423
Denmark,2,1985,2.008792123
Denmark,2,1986,1.976588717
Denmark,2,1987,1.961556023
Denmark,2,1988,1.981431729
Denmark,2,1989,2.011202515
Denmark,2,1990,2.039502694
Denmark,2,1991,2.081000264
Denmark,2,1992,2.133703066
Denmark,2,1993,2.174388477
Denmark,2,1994,2.228146107
Denmark,2,1995,2.336439558
Denmark,2,1996,2.464062273
Denmark,2,1997,2.636638097
Denmark,2,1998,2.803488785
Denmark,2,1999,2.896730603
Denmark,2,2000,2.972499932
Denmark,2,2001,3.057844751
Denmark,2,2002,3.149120876
Denmark,2,2003,3.234666606
Denmark,2,2004,3.305234326
Denmark,2,2005,3.377564669
Denmark,2,2006,3.505661704
Denmark,2,2007,3.665149545
Denmark,2,2008,3.865428977
Denmark,2,2009,4.174440172
Denmark,2,2010,4.556524525
Denmark,2,2011,4.960952952
Denmark,2,2012,5.376559092
Denmark,2,2013,5.823638189
Denmark,2,2014,6.301127242
Denmark,2,2015,6.80965974
Denmark,2,2016,7.348973423
Denmark,2,2017,7.919676902
Ecuador,2,1985,5.142356758
Ecuador,2,1986,5.870373273
Ecuador,2,1987,6.499239659
Ecuador,2,1988,7.026177401
Ecuador,2,1989,7.460261336
Ecuador,2,1990,7.768006291
Ecuador,2,1991,8.022840217
Ecuador,2,1992,8.345719772
Ecuador,2,1993,8.592598579
Ecuador,2,1994,8.560555037
Ecuador,2,1995,8.48369778
Ecuador,2,1996,8.457942598
Ecuador,2,1997,8.484855099
Ecuador,2,1998,8.656483094
Ecuador,2,1999,9.004881974
Ecuador,2,2000,9.447085587
Ecuador,2,2001,10.15256857
Ecuador,2,2002,11.41675061
Ecuador,2,2003,13.03864931
Ecuador,2,2004,15.21734327
Ecuador,2,2005,17.49460686
Ecuador,2,2006,19.07996307
Ecuador,2,2007,20.94395344
Ecuador,2,2008,23.5245829
Ecuador,2,2009,26.52663165
Ecuador,2,2010,30.85689661
Ecuador,2,2011,35.30986554
Ecuador,2,2012,38.63066588
Ecuador,2,2013,41.65815679
Ecuador,2,2014,44.5537227
Ecuador,2,2015,47.2219708
Ecuador,2,2016,49.66231239
Ecuador,2,2017,51.89033396
Estonia,2,1983,2.455716803
Estonia,2,1984,2.667418602
Estonia,2,1985,2.799122367
Estonia,2,1986,2.857197046
Estonia,2,1987,2.868868269
Estonia,2,1988,2.762765075
Estonia,2,1989,2.632095157
Estonia,2,1990,2.549403896
Estonia,2,1991,2.545915292
Estonia,2,1992,2.746052548
Estonia,2,1993,3.034211531
Estonia,2,1994,3.410420974
Estonia,2,1995,3.96110789
Estonia,2,1996,4.52599238
Estonia,2,1997,5.002763471
Estonia,2,1998,5.388935818
Estonia,2,1999,5.540033328
Estonia,2,2000,5.605569526
Estonia,2,2001,5.47312074
Estonia,2,2002,5.296354228
Estonia,2,2003,5.107991164
Estonia,2,2004,5.230586734
Estonia,2,2005,5.404099948
Estonia,2,2006,5.561544916
Estonia,2,2007,5.71760074
Estonia,2,2008,5.841016202
Estonia,2,2009,5.935215641
Estonia,2,2010,5.899084463
Estonia,2,2011,5.828032144
Estonia,2,2012,5.793872279
Estonia,2,2013,5.756890107
Estonia,2,2014,5.719623123
Estonia,2,2015,5.681060783
Estonia,2,2016,5.643699946
Estonia,2,2017,5.605683227
France,2,1998,9.274633383
France,2,1999,9.489790667
France,2,2000,9.838875059
France,2,2001,10.29723979
France,2,2002,10.81301984
France,2,2003,11.18586416
France,2,2004,11.39795945
France,2,2005,11.77860076
France,2,2006,12.14766691
France,2,2007,12.52984096
France,2,2008,13.23968416
France,2,2009,13.97600052
France,2,2010,14.39057173
France,2,2011,14.65518407
France,2,2012,14.9778037
France,2,2013,15.40265585
France,2,2014,15.6543192
France,2,2015,15.19168433
France,2,2016,14.1195534
France,2,2017,12.45637704
Germany,2,2003,3.723329639
Germany,2,2004,4.334905496
Germany,2,2005,4.439407017
Germany,2,2006,3.874082011
Germany,2,2007,3.781120079
Germany,2,2008,4.810741857
Germany,2,2009,5.575771534
Germany,2,2010,5.877360162
Germany,2,2011,5.712008661
Germany,2,2012,5.583666749
Germany,2,2013,5.851178531
Germany,2,2014,6.297994093
Germany,2,2015,6.390127459
Germany,2,2016,6.898649564
Germany,2,2017,7.778866855
Iceland,2,1980,10.2583201
Iceland,2,1981,9.593015328
Iceland,2,1982,9.070540738
Iceland,2,1983,8.697952128
Iceland,2,1984,8.463807682
Iceland,2,1985,8.357700061
Iceland,2,1986,8.373415541
Iceland,2,1987,8.499341666
Iceland,2,1988,8.786484823
Iceland,2,1989,9.212936446
Iceland,2,1990,9.836575002
Iceland,2,1991,10.60627504
Iceland,2,1992,11.23754579
Iceland,2,1993,11.88387855
Iceland,2,1994,12.34306338
Iceland,2,1995,11.99926287
Iceland,2,1996,11.50225522
Iceland,2,1997,11.15820921
Iceland,2,1998,10.82209315
Iceland,2,1999,10.5586575
Iceland,2,2000,10.33378621
Iceland,2,2001,10.40275967
Iceland,2,2002,11.40791244
Iceland,2,2003,12.37214719
Iceland,2,2004,12.31879159
Iceland,2,2005,11.94294348
Iceland,2,2006,11.57839083
Iceland,2,2007,11.12711303
Iceland,2,2008,10.6501203
Iceland,2,2009,10.34774044
Iceland,2,2010,10.07254686
Iceland,2,2011,9.875242167
Iceland,2,2012,9.762751623
Iceland,2,2013,9.770070321
Iceland,2,2014,9.930325636
Iceland,2,2015,10.20260332
Iceland,2,2016,10.58668523
Iceland,2,2017,11.09549067
India,2,2003,1.926688829
India,2,2004,1.85761552
India,2,2005,1.802791618
India,2,2006,1.812663149
India,2,2007,1.857509588
India,2,2008,2.076063376
India,2,2009,2.171758713
India,2,2010,2.103260563
India,2,2011,2.122975121
India,2,2012,2.26350698
India,2,2013,2.222969472
India,2,2014,2.266077812
India,2,2015,2.379602181
India,2,2016,2.296849895
India,2,2017,2.096470342
Ireland,2,1994,2.012960408
Ireland,2,1995,1.89359258
Ireland,2,1996,1.849095189
Ireland,2,1997,1.88728066
Ireland,2,1998,1.984901582
Ireland,2,1999,2.248089618
Ireland,2,2000,2.40876138
Ireland,2,2001,2.383879582
Ireland,2,2002,2.368561545
Ireland,2,2003,2.684165797
Ireland,2,2004,3.271579406
Ireland,2,2005,3.680953021
Ireland,2,2006,3.811181416
Ireland,2,2007,3.839054149
Ireland,2,2008,3.991491121
Ireland,2,2009,4.749559255
Ireland,2,2010,5.811962406
Ireland,2,2011,6.647582315
Ireland,2,2012,7.234510614
Ireland,2,2013,7.334020075
Ireland,2,2014,7.159967288
Ireland,2,2015,6.801043273
Ireland,2,2016,6.232096558
Ireland,2,2017,5.448590217
Israel,2,1980,5.643527478
Israel,2,1981,5.355188455
Israel,2,1982,5.170863336
Israel,2,1983,5.089099509
Israel,2,1984,5.112375914
Israel,2,1985,5.256804328
Israel,2,1986,5.515832105
Israel,2,1987,5.860423032
Israel,2,1988,6.342581537
Israel,2,1989,6.862846196
Israel,2,1990,7.37703317
Israel,2,1991,7.944129423
Israel,2,1992,8.462656175
Israel,2,1993,8.850772435
Israel,2,1994,9.207720825
Israel,2,1995,9.582904352
Israel,2,1996,9.983204959
Israel,2,1997,10.47037639
Israel,2,1998,10.96946738
Israel,2,1999,11.44714336
Israel,2,2000,11.92964342
Israel,2,2001,12.40763564
Israel,2,2002,12.84249652
Israel,2,2003,13.29327695
Israel,2,2004,13.84220167
Israel,2,2005,14.4340995
Israel,2,2006,15.00005625
Israel,2,2007,15.55422825
Israel,2,2008,16.08058574
Israel,2,2009,16.645273
Israel,2,2010,17.22954472
Israel,2,2011,17.5918732
Israel,2,2012,17.72708428
Israel,2,2013,17.62987016
Israel,2,2014,17.23605908
Israel,2,2015,16.59505367
Israel,2,2016,15.66239803
Israel,2,2017,14.45631089
Italy,2,2003,14.43918286
Italy,2,2004,13.14276681
Italy,2,2005,12.69105015
Italy,2,2006,12.82155032
Italy,2,2007,13.65008549
Italy,2,2008,15.86003171
Italy,2,2009,16.99454646
Italy,2,2010,16.89939717
Italy,2,2011,16.10014328
Italy,2,2012,16.69670605
Italy,2,2013,17.3879079
Italy,2,2014,19.59918066
Italy,2,2015,19.71281077
Italy,2,2016,18.27046457
Italy,2,2017,15.28465168
Japan,2,1980,2.839384338
Japan,2,1981,3.097256306
Japan,2,1982,3.348481025
Japan,2,1983,3.594118793
Japan,2,1984,3.830237945
Japan,2,1985,4.061048096
Japan,2,1986,4.279717519
Japan,2,1987,4.499350834
Japan,2,1988,4.688258011
Japan,2,1989,4.785266085
Japan,2,1990,4.858623303
Japan,2,1991,4.907897711
Japan,2,1992,4.97976303
Japan,2,1993,5.046343828
Japan,2,1994,5.155713918
Japan,2,1995,5.253382908
Japan,2,1996,5.31759581
Japan,2,1997,5.342579799
Japan,2,1998,5.22025399
Japan,2,1999,5.073031467
Japan,2,2000,4.877588555
Japan,2,2001,4.769915645
Japan,2,2002,4.752480246
Japan,2,2003,4.983806862
Japan,2,2004,5.316238777
Japan,2,2005,5.817035747
Japan,2,2006,6.370710966
Japan,2,2007,6.841816697
Japan,2,2008,7.311381344
Japan,2,2009,7.721066944
