country;year;asir;type
Bulgaria;1984;16.616274;1
Bulgaria;1985;17.02553004;1
Bulgaria;1986;17.39860082;1
Bulgaria;1987;17.7649503;1
Bulgaria;1988;18.16579186;1
Bulgaria;1989;18.55494513;1
Bulgaria;1990;18.87242052;1
Bulgaria;1991;19.15034665;1
Bulgaria;1992;19.42527421;1
Bulgaria;1993;19.80448077;1
Bulgaria;1994;20.15788928;1
Bulgaria;1995;20.3119084;1
Bulgaria;1996;20.37889919;1
Bulgaria;1997;20.46830901;1
Bulgaria;1998;20.56878772;1
Bulgaria;1999;20.69030307;1
Bulgaria;2000;20.85310599;1
Bulgaria;2001;21.01939512;1
Bulgaria;2002;21.2435162;1
Bulgaria;2003;21.71781038;1
Bulgaria;2004;22.20055038;1
Bulgaria;2005;22.4138002;1
Bulgaria;2006;22.54003122;1
Bulgaria;2007;22.67309766;1
Bulgaria;2008;22.84225923;1
Bulgaria;2009;23.01299974;1
Bulgaria;2010;23.19346325;1
Bulgaria;2011;23.35982442;1
Bulgaria;2012;23.46231937;1
Bulgaria;2013;23.45408397;1
Bulgaria;2014;23.44638398;1
Bulgaria;2015;23.50191469;1
Bulgaria;2016;23.55888897;1
Bulgaria;2017;23.6180141;1
Bulgaria;2018;23.68382741;1
Bulgaria;2019;23.7581263;1
