country,sex,year,ASMRsmooth
Republic of Korea,2,1998,0.510305877
Republic of Korea,2,1999,0.551298614
Republic of Korea,2,2000,0.59756578
Republic of Korea,2,2001,0.645812923
Republic of Korea,2,2002,0.671315539
Republic of Korea,2,2003,0.684163833
Republic of Korea,2,2004,0.686145002
Republic of Korea,2,2005,0.676642409
Republic of Korea,2,2006,0.650428968
Republic of Korea,2,2007,0.617396729
Republic of Korea,2,2008,0.579596366
Republic of Korea,2,2009,0.5499863
Republic of Korea,2,2010,0.523104262
Republic of Korea,2,2011,0.507181448
Republic of Korea,2,2012,0.49209685
Republic of Korea,2,2013,0.463438485
Republic of Korea,2,2014,0.433252219
Republic of Korea,2,2015,0.407348773
Republic of Korea,2,2016,0.386789713
Republic of Korea,2,2017,0.369011968
Republic of Korea,2,2018,0.353961207
Republic of Korea,2,2019,0.341914037
Republic of Korea,2,2020,0.332485253
Republic of Korea,2,2021,0.32489744
Slovenia,2,1985,0.956323865
Slovenia,2,1986,0.929417716
Slovenia,2,1987,0.901910689
Slovenia,2,1988,0.871862054
Slovenia,2,1989,0.840121278
Slovenia,2,1990,0.812170955
Slovenia,2,1991,0.782735514
Slovenia,2,1992,0.738425927
Slovenia,2,1993,0.690031045
Slovenia,2,1994,0.640600753
Slovenia,2,1995,0.591316453
Slovenia,2,1996,0.558659857
Slovenia,2,1997,0.525502844
Slovenia,2,1998,0.49548182
Slovenia,2,1999,0.45756884
Slovenia,2,2000,0.422493845
Slovenia,2,2001,0.416714961
Slovenia,2,2002,0.41486442
Slovenia,2,2003,0.403833651
Slovenia,2,2004,0.388173352
Slovenia,2,2005,0.349767927
Slovenia,2,2006,0.301375151
Slovenia,2,2007,0.257898341
Slovenia,2,2008,0.247427924
Slovenia,2,2009,0.2433481
Slovenia,2,2010,0.241708227
Slovenia,2,2011,0.244603637
Slovenia,2,2012,0.253077704
Slovenia,2,2013,0.264627864
Slovenia,2,2014,0.268818326
Slovenia,2,2015,0.275990387
Slovenia,2,2016,0.283112076
Slovenia,2,2017,0.289911094
Slovenia,2,2018,0.296702927
Slovenia,2,2019,0.302746554
Slovenia,2,2020,0.30809226
Spain,2,1980,0.372922676
Spain,2,1981,0.37562067
Spain,2,1982,0.378387879
Spain,2,1983,0.381144408
Spain,2,1984,0.384126185
Spain,2,1985,0.387555602
Spain,2,1986,0.392147503
Spain,2,1987,0.397398802
Spain,2,1988,0.401705003
Spain,2,1989,0.406687186
Spain,2,1990,0.410652866
Spain,2,1991,0.411783743
Spain,2,1992,0.412007272
Spain,2,1993,0.410367242
Spain,2,1994,0.404280741
Spain,2,1995,0.396381816
Spain,2,1996,0.390192334
Spain,2,1997,0.383766257
Spain,2,1998,0.375770957
Spain,2,1999,0.363545294
Spain,2,2000,0.350518961
Spain,2,2001,0.337364204
Spain,2,2002,0.323121507
Spain,2,2003,0.313146836
Spain,2,2004,0.310362517
Spain,2,2005,0.311212375
Spain,2,2006,0.311334622
Spain,2,2007,0.311177468
Spain,2,2008,0.312080048
Spain,2,2009,0.311016962
Spain,2,2010,0.307047612
Spain,2,2011,0.301852223
Spain,2,2012,0.294801231
Spain,2,2013,0.286242709
Spain,2,2014,0.278548949
Spain,2,2015,0.27192229
Spain,2,2016,0.265716265
Spain,2,2017,0.260189531
Spain,2,2018,0.25498576
Spain,2,2019,0.250281561
Spain,2,2020,0.246198389
Spain,2,2021,0.242656561
Switzerland,2,1980,1.075600925
Switzerland,2,1981,1.022759207
Switzerland,2,1982,0.97147296
Switzerland,2,1983,0.921151255
Switzerland,2,1984,0.873230859
Switzerland,2,1985,0.824419194
Switzerland,2,1986,0.775807786
Switzerland,2,1987,0.736102247
Switzerland,2,1988,0.71878856
Switzerland,2,1989,0.704823884
Switzerland,2,1990,0.677376255
Switzerland,2,1991,0.647602229
Switzerland,2,1992,0.617396946
Switzerland,2,1993,0.586994776
Switzerland,2,1994,0.556853051
Switzerland,2,1995,0.523957781
Switzerland,2,1996,0.490651379
Switzerland,2,1997,0.46719804
Switzerland,2,1998,0.459779052
Switzerland,2,1999,0.456108583
Switzerland,2,2000,0.454935386
Switzerland,2,2001,0.4581821
Switzerland,2,2002,0.453173062
Switzerland,2,2003,0.43567293
Switzerland,2,2004,0.412779851
Switzerland,2,2005,0.380595004
Switzerland,2,2006,0.342823663
Switzerland,2,2007,0.315196534
Switzerland,2,2008,0.306635705
Switzerland,2,2009,0.301703373
Switzerland,2,2010,0.293837373
Switzerland,2,2011,0.289002132
Switzerland,2,2012,0.2851784
Switzerland,2,2013,0.283057137
Switzerland,2,2015,0.276495738
Switzerland,2,2016,0.267348285
Switzerland,2,2017,0.25626217
Switzerland,2,2018,0.242508111
Switzerland,2,2019,0.226385856
Thailand,2,1981,0.056564275
Thailand,2,1982,0.057213048
Thailand,2,1983,0.057768985
Thailand,2,1984,0.058296453
Thailand,2,1986,0.059646249
Thailand,2,1987,0.061095169
Thailand,2,1990,0.067879897
Thailand,2,1991,0.070639314
Thailand,2,1992,0.072859178
Thailand,2,1994,0.064294787
Thailand,2,1995,0.063528044
Thailand,2,1996,0.063307729
Thailand,2,1997,0.067741104
Thailand,2,1998,0.089322067
Thailand,2,1999,0.117673763
Thailand,2,2000,0.155180865
Thailand,2,2002,0.234743265
Thailand,2,2003,0.251268009
Thailand,2,2004,0.262110473
Thailand,2,2005,0.261554554
Thailand,2,2006,0.260216181
Thailand,2,2007,0.259478266
Thailand,2,2008,0.275857285
Thailand,2,2009,0.293922373
Thailand,2,2010,0.303015251
Thailand,2,2011,0.309453449
Thailand,2,2012,0.310402405
Thailand,2,2013,0.311374314
Thailand,2,2014,0.317433336
Thailand,2,2015,0.325225986
Thailand,2,2016,0.334734651
Thailand,2,2017,0.346314586
Thailand,2,2018,0.360318379
Thailand,2,2019,0.376329954
The Netherlands,2,1980,0.567409643
The Netherlands,2,1981,0.546467401
The Netherlands,2,1982,0.528045751
The Netherlands,2,1983,0.512748603
The Netherlands,2,1984,0.500001275
The Netherlands,2,1985,0.488793586
The Netherlands,2,1986,0.481125516
The Netherlands,2,1987,0.47714492
The Netherlands,2,1988,0.473063431
The Netherlands,2,1989,0.471255821
The Netherlands,2,1990,0.468367889
The Netherlands,2,1991,0.456502966
The Netherlands,2,1992,0.439940145
The Netherlands,2,1993,0.424561243
The Netherlands,2,1994,0.411251235
The Netherlands,2,1995,0.397905813
The Netherlands,2,1996,0.385922859
The Netherlands,2,1997,0.376175117
The Netherlands,2,1998,0.367674127
The Netherlands,2,1999,0.359025974
The Netherlands,2,2000,0.346328053
The Netherlands,2,2001,0.334800309
The Netherlands,2,2002,0.32994077
The Netherlands,2,2003,0.327946091
The Netherlands,2,2004,0.327154123
The Netherlands,2,2005,0.330509937
The Netherlands,2,2006,0.33718073
The Netherlands,2,2007,0.339837544
The Netherlands,2,2008,0.336497382
The Netherlands,2,2009,0.330768888
The Netherlands,2,2010,0.323710561
The Netherlands,2,2011,0.312823342
The Netherlands,2,2012,0.30109449
The Netherlands,2,2013,0.29113147
The Netherlands,2,2014,0.280644293
The Netherlands,2,2015,0.271574754
The Netherlands,2,2016,0.263983541
The Netherlands,2,2017,0.257542304
The Netherlands,2,2018,0.252622513
The Netherlands,2,2019,0.248794418
The Netherlands,2,2020,0.246214433
The Netherlands,2,2021,0.245025519
The Netherlands,2,2022,0.245160469
Türkiye,2,2009,0.298128946
Türkiye,2,2010,0.42903778
Türkiye,2,2011,0.385512828
Türkiye,2,2012,0.339060219
Türkiye,2,2013,0.42588918
Türkiye,2,2014,0.348119386
Türkiye,2,2015,0.38374943
Türkiye,2,2016,0.313156869
Türkiye,2,2017,0.365181184
Türkiye,2,2018,0.276319656
Türkiye,2,2019,0.241947799
UK,2,1980,0.473819644
UK,2,1981,0.456695799
UK,2,1982,0.441369966
UK,2,1983,0.428012552
UK,2,1984,0.416318844
UK,2,1985,0.406536579
UK,2,1986,0.398679237
UK,2,1987,0.391903555
UK,2,1988,0.390799615
UK,2,1989,0.388939556
UK,2,1990,0.379016918
UK,2,1991,0.366403897
UK,2,1992,0.352748289
UK,2,1993,0.333935857
UK,2,1994,0.315546545
UK,2,1995,0.302230945
UK,2,1996,0.289545443
UK,2,1997,0.280037794
UK,2,1998,0.277544454
UK,2,1999,0.27784231
UK,2,2001,0.280557229
UK,2,2002,0.282675337
UK,2,2003,0.28218396
UK,2,2004,0.27916576
UK,2,2005,0.275601141
UK,2,2006,0.269900845
UK,2,2007,0.262426279
UK,2,2008,0.256612627
UK,2,2009,0.251413591
UK,2,2010,0.247708078
UK,2,2011,0.250145784
UK,2,2012,0.255833682
UK,2,2013,0.259780675
UK,2,2014,0.261384147
UK,2,2015,0.262096166
UK,2,2016,0.261395287
UK,2,2017,0.259794112
UK,2,2018,0.256934644
UK,2,2019,0.25264491
UK,2,2020,0.247130809
USA,2,1980,0.314447929
USA,2,1981,0.307859852
USA,2,1982,0.301617498
USA,2,1983,0.295497805
USA,2,1984,0.289706286
USA,2,1985,0.284642709
USA,2,1986,0.280106818
USA,2,1987,0.276088283
USA,2,1988,0.273271769
USA,2,1989,0.27292918
USA,2,1990,0.273026749
USA,2,1991,0.272715117
USA,2,1992,0.273191595
USA,2,1993,0.273252345
USA,2,1994,0.271128819
USA,2,1995,0.269075888
USA,2,1996,0.268918916
USA,2,1997,0.269299763
USA,2,1998,0.270274457
USA,2,1999,0.273054651
USA,2,2000,0.276219135
USA,2,2001,0.277865662
USA,2,2002,0.279184876
USA,2,2003,0.280922846
USA,2,2004,0.283911432
USA,2,2005,0.287509827
USA,2,2006,0.2902551
USA,2,2007,0.29203438
USA,2,2008,0.29338959
USA,2,2009,0.293839987
USA,2,2010,0.292157169
USA,2,2011,0.290011382
USA,2,2012,0.288674758
USA,2,2013,0.287037905
USA,2,2014,0.285395761
USA,2,2015,0.284039707
USA,2,2016,0.282554805
USA,2,2017,0.280759836
USA,2,2018,0.278862158
USA,2,2019,0.276680099
USA,2,2020,0.274126648
USA,2,2021,0.271305513
