country,sex,year,ASMRsmooth
Argentina,1,1997,0.240925523
Argentina,1,1998,0.262526692
Argentina,1,1999,0.278089506
Argentina,1,2000,0.288293109
Argentina,1,2001,0.290853946
Argentina,1,2002,0.288541698
Argentina,1,2003,0.282421629
Argentina,1,2004,0.2826583
Argentina,1,2005,0.284123468
Argentina,1,2006,0.291062507
Argentina,1,2007,0.281054006
Argentina,1,2008,0.268293342
Argentina,1,2009,0.255704674
Argentina,1,2010,0.248093831
Argentina,1,2011,0.244742352
Argentina,1,2012,0.247647265
Argentina,1,2013,0.260965693
Argentina,1,2014,0.278912338
Argentina,1,2015,0.304374635
Argentina,1,2016,0.327798774
Argentina,1,2017,0.343280079
Argentina,1,2018,0.336229829
Argentina,1,2019,0.324596103
Argentina,1,2020,0.304830398
Argentina,1,2021,0.278578839
Australia,1,1980,0.220629507
Australia,1,1981,0.22898948
Australia,1,1982,0.236105178
Australia,1,1983,0.241609757
Australia,1,1984,0.246144175
Australia,1,1985,0.250562553
Australia,1,1986,0.254937658
Australia,1,1987,0.258985727
Australia,1,1988,0.263026088
Australia,1,1989,0.275009719
Australia,1,1990,0.284656338
Australia,1,1991,0.27859948
Australia,1,1992,0.266901585
Australia,1,1993,0.257678462
Australia,1,1994,0.244774436
Australia,1,1995,0.232483824
Australia,1,1996,0.233610441
Australia,1,1997,0.240659015
Australia,1,1998,0.246971712
Australia,1,1999,0.254260377
Australia,1,2000,0.261547112
Australia,1,2001,0.262911794
Australia,1,2002,0.261512631
Australia,1,2003,0.26027466
Australia,1,2004,0.259086715
Australia,1,2006,0.254043163
Australia,1,2007,0.252431449
Australia,1,2008,0.250847244
Australia,1,2009,0.249124582
Australia,1,2010,0.249566231
Australia,1,2011,0.254619838
Australia,1,2012,0.261706931
Australia,1,2013,0.27251548
Australia,1,2014,0.286587248
Australia,1,2015,0.295466502
Australia,1,2016,0.296164041
Australia,1,2017,0.294205397
Australia,1,2018,0.291129278
Australia,1,2019,0.285650521
Australia,1,2020,0.277849696
Australia,1,2021,0.267707673
Australia,1,2022,0.255168632
Austria,1,1980,0.906763548
Austria,1,1981,0.861851694
Austria,1,1982,0.818372658
Austria,1,1983,0.775508932
Austria,1,1984,0.734307411
Austria,1,1985,0.696495745
Austria,1,1986,0.655457923
Austria,1,1987,0.612649588
Austria,1,1988,0.581905866
Austria,1,1989,0.565282083
Austria,1,1990,0.560344271
Austria,1,1991,0.583070808
Austria,1,1992,0.625173836
Austria,1,1993,0.657355181
Austria,1,1994,0.690321391
Austria,1,1995,0.714588
Austria,1,1996,0.701063944
Austria,1,1997,0.670420214
Austria,1,1998,0.637715205
Austria,1,1999,0.586857269
Austria,1,2000,0.53358819
Austria,1,2001,0.504246517
Austria,1,2002,0.481360792
Austria,1,2003,0.462024549
Austria,1,2004,0.446971435
Austria,1,2005,0.435502672
Austria,1,2006,0.42256316
Austria,1,2007,0.406907605
Austria,1,2008,0.391177873
Austria,1,2009,0.376149607
Austria,1,2010,0.360247934
Austria,1,2011,0.346289599
Austria,1,2012,0.333417587
Austria,1,2013,0.321241613
Austria,1,2014,0.317824836
Austria,1,2015,0.33083683
Austria,1,2016,0.34571548
Austria,1,2017,0.354430235
Austria,1,2018,0.364717406
Austria,1,2019,0.374942901
Austria,1,2020,0.384077848
Austria,1,2021,0.392890476
Bahrain,1,1997,0.554246917
Bahrain,1,1999,0.781860829
Bahrain,1,2008,0.603136309
Bahrain,1,2009,0.497636228
Bahrain,1,2010,0.172823504
Bahrain,1,2012,0.457665904
Canada,1,1980,0.286238077
Canada,1,1981,0.283272693
Canada,1,1982,0.279299323
Canada,1,1983,0.273747035
Canada,1,1984,0.267363169
Canada,1,1985,0.261295729
Canada,1,1986,0.254107978
Canada,1,1987,0.245787221
Canada,1,1988,0.239617518
Canada,1,1989,0.239186776
Canada,1,1990,0.23983784
Canada,1,1991,0.238978859
Canada,1,1992,0.239298774
Canada,1,1993,0.239635247
Canada,1,1994,0.237178203
Canada,1,1995,0.234527452
Canada,1,1996,0.235411795
Canada,1,1997,0.237670474
Canada,1,1998,0.23942164
Canada,1,1999,0.240346297
Canada,1,2000,0.241916038
Canada,1,2001,0.24377776
Canada,1,2002,0.245199284
Canada,1,2003,0.246416032
Canada,1,2004,0.248860528
Canada,1,2005,0.252286364
Canada,1,2006,0.254410559
Canada,1,2007,0.252005661
Canada,1,2008,0.247294989
Canada,1,2009,0.246171719
Canada,1,2010,0.251859012
Canada,1,2011,0.258954694
Canada,1,2012,0.267125376
Canada,1,2013,0.277567483
Canada,1,2014,0.285530925
Canada,1,2015,0.289200738
Canada,1,2016,0.291994887
Canada,1,2017,0.294819121
Canada,1,2018,0.29674667
Canada,1,2019,0.298128053
Canada,1,2020,0.299194578
Canada,1,2021,0.299781629
Chile,1,1997,0.331104845
Chile,1,1998,0.328863422
Chile,1,1999,0.332938127
Chile,1,2000,0.339632804
Chile,1,2001,0.353891561
Chile,1,2002,0.363809803
Chile,1,2003,0.348760902
Chile,1,2004,0.333550531
Chile,1,2005,0.317126608
Chile,1,2006,0.305381758
Chile,1,2007,0.308273984
Chile,1,2008,0.314574255
Chile,1,2009,0.304748937
Chile,1,2010,0.300076704
Chile,1,2011,0.300181205
Chile,1,2012,0.309179411
Chile,1,2013,0.311927
Chile,1,2014,0.315320202
Chile,1,2015,0.320487359
Chile,1,2016,0.328823671
Chile,1,2017,0.336996512
Chile,1,2018,0.344131148
Chile,1,2019,0.341628742
Chile,1,2020,0.331986636
Chile,1,2021,0.312532853
Colombia,1,1997,0.349386254
Colombia,1,1998,0.389075633
Colombia,1,1999,0.411833006
Colombia,1,2000,0.420805791
Colombia,1,2001,0.407483057
Colombia,1,2002,0.388050508
Colombia,1,2003,0.383910786
Colombia,1,2004,0.380527674
Colombia,1,2005,0.379092782
Colombia,1,2006,0.387680429
Colombia,1,2007,0.381776965
Colombia,1,2008,0.373478244
Colombia,1,2009,0.364670119
Colombia,1,2010,0.365517894
Colombia,1,2011,0.373600629
Colombia,1,2012,0.401659809
Colombia,1,2013,0.419294574
Colombia,1,2014,0.433004086
Colombia,1,2015,0.433439754
Colombia,1,2016,0.424682801
Colombia,1,2017,0.418789966
Colombia,1,2018,0.429693255
Colombia,1,2019,0.454105689
Colombia,1,2020,0.490743233
Colombia,1,2021,0.540801325
Costa Rica,1,1998,0.184303755
Costa Rica,1,1999,0.132554064
Costa Rica,1,2000,0.12762612
Costa Rica,1,2001,0.170897693
Costa Rica,1,2002,0.267009643
Costa Rica,1,2003,0.400141253
Costa Rica,1,2004,0.457390186
Costa Rica,1,2005,0.386418474
Costa Rica,1,2006,0.26711627
Costa Rica,1,2007,0.235415252
Costa Rica,1,2008,0.24429517
Costa Rica,1,2009,0.243793139
Costa Rica,1,2010,0.233594618
Costa Rica,1,2011,0.195112719
Costa Rica,1,2012,0.226205292
Costa Rica,1,2013,0.258619687
Costa Rica,1,2014,0.265581093
Costa Rica,1,2015,0.252314959
Costa Rica,1,2016,0.203843072
Costa Rica,1,2017,0.261186995
Costa Rica,1,2018,0.314862559
Costa Rica,1,2019,0.376907768
Costa Rica,1,2020,0.445038265
Croatia,1,1985,0.497097436
Croatia,1,1986,0.464227633
Croatia,1,1987,0.431798233
Croatia,1,1988,0.401878915
Croatia,1,1989,0.376681179
Croatia,1,1990,0.353013749
Croatia,1,1991,0.334047302
Croatia,1,1992,0.323783177
Croatia,1,1993,0.322707253
Croatia,1,1994,0.349706897
Croatia,1,1995,0.38411862
Croatia,1,1996,0.418262462
Croatia,1,1997,0.446637201
Croatia,1,1998,0.465268173
Croatia,1,1999,0.447159318
Croatia,1,2000,0.421387051
Croatia,1,2001,0.402632215
Croatia,1,2002,0.382301206
Croatia,1,2003,0.352201173
Croatia,1,2004,0.32325122
Croatia,1,2005,0.311617823
Croatia,1,2006,0.315623998
Croatia,1,2007,0.323918368
Croatia,1,2008,0.330105624
Croatia,1,2009,0.336266141
Croatia,1,2010,0.339763106
Croatia,1,2011,0.341873522
Croatia,1,2012,0.333669077
Croatia,1,2013,0.324461686
Croatia,1,2014,0.317290412
Croatia,1,2015,0.311824811
Croatia,1,2016,0.313999157
Croatia,1,2017,0.331044928
Croatia,1,2019,0.393063217
Croatia,1,2020,0.440860975
Croatia,1,2021,0.499140335
Cyprus,1,2004,0.264464449
Cyprus,1,2005,0.248104473
Cyprus,1,2007,0.270366581
Cyprus,1,2008,0.461815931
Cyprus,1,2009,0.357746773
Cyprus,1,2010,0.145436984
Cyprus,1,2011,0.318757881
Cyprus,1,2012,0.619366316
Cyprus,1,2013,0.515985521
Cyprus,1,2014,0.302177112
Cyprus,1,2015,0.222264272
Cyprus,1,2016,0.434903405
Cyprus,1,2017,0.503518912
Cyprus,1,2018,0.310481877
Cyprus,1,2019,0.252511253
Cyprus,1,2020,0.340660796
Cyprus,1,2021,0.372083459
Czech Republic,1,1986,0.430289182
Czech Republic,1,1987,0.45343603
Czech Republic,1,1988,0.467352681
Czech Republic,1,1989,0.473184847
Czech Republic,1,1990,0.473775263
Czech Republic,1,1991,0.461692881
Czech Republic,1,1992,0.446254087
Czech Republic,1,1993,0.441975662
Czech Republic,1,1994,0.441075572
Czech Republic,1,1995,0.452931742
Czech Republic,1,1996,0.464758802
Czech Republic,1,1997,0.46835251
Czech Republic,1,1998,0.465194326
Czech Republic,1,1999,0.456841798
Czech Republic,1,2000,0.432816205
Czech Republic,1,2001,0.405635572
Czech Republic,1,2002,0.389710487
Czech Republic,1,2003,0.374444242
Czech Republic,1,2004,0.352313679
Czech Republic,1,2005,0.331407174
Czech Republic,1,2006,0.313498182
Czech Republic,1,2007,0.303605227
Czech Republic,1,2008,0.299177435
Czech Republic,1,2009,0.311831853
Czech Republic,1,2010,0.324932226
Czech Republic,1,2011,0.328286404
Czech Republic,1,2012,0.327623148
Czech Republic,1,2013,0.311030302
Czech Republic,1,2014,0.291369543
Czech Republic,1,2015,0.266216935
Czech Republic,1,2016,0.247291323
Czech Republic,1,2017,0.240019365
Czech Republic,1,2018,0.255414515
Czech Republic,1,2019,0.285066382
Czech Republic,1,2020,0.332511885
Czech Republic,1,2021,0.395777782
Denmark,1,1980,0.527241535
Denmark,1,1981,0.528723392
Denmark,1,1982,0.52516989
Denmark,1,1983,0.51602442
Denmark,1,1984,0.501953382
Denmark,1,1985,0.484078016
Denmark,1,1986,0.457574442
Denmark,1,1987,0.423556666
Denmark,1,1988,0.392052763
Denmark,1,1989,0.362830526
Denmark,1,1990,0.336067977
Denmark,1,1991,0.313936028
Denmark,1,1992,0.294659011
Denmark,1,1993,0.282960475
Denmark,1,1994,0.285008419
Denmark,1,1995,0.291617914
Denmark,1,1996,0.300977737
Denmark,1,1997,0.315888307
Denmark,1,1998,0.324961241
Denmark,1,1999,0.328169205
Denmark,1,2000,0.327946905
Denmark,1,2001,0.31460171
Denmark,1,2002,0.293242384
Denmark,1,2003,0.278375692
Denmark,1,2004,0.275846658
Denmark,1,2005,0.274800361
Denmark,1,2006,0.27438359
Denmark,1,2007,0.276793334
Denmark,1,2008,0.276061756
Denmark,1,2009,0.270911164
Denmark,1,2010,0.264280058
Denmark,1,2011,0.252313361
Denmark,1,2012,0.236628149
Denmark,1,2013,0.225789102
Denmark,1,2014,0.222560787
Denmark,1,2015,0.221149182
Denmark,1,2016,0.220381289
Denmark,1,2017,0.221619176
Denmark,1,2018,0.224392245
Denmark,1,2019,0.228324199
Denmark,1,2020,0.233627728
Ecuador,1,1997,0.40265453
Ecuador,1,1998,0.338046419
Ecuador,1,1999,0.306956381
Ecuador,1,2000,0.308031237
Ecuador,1,2001,0.358720297
Ecuador,1,2002,0.425980424
Ecuador,1,2003,0.504706739
Ecuador,1,2004,0.524036025
Ecuador,1,2005,0.521735305
Ecuador,1,2006,0.475822254
Ecuador,1,2007,0.466896903
Ecuador,1,2008,0.460807442
Ecuador,1,2009,0.460957355
Ecuador,1,2010,0.429141947
Ecuador,1,2011,0.396079918
Ecuador,1,2012,0.380816434
Ecuador,1,2013,0.388960624
Ecuador,1,2014,0.411536345
Ecuador,1,2015,0.448198582
Ecuador,1,2016,0.468244645
Ecuador,1,2017,0.492998712
Ecuador,1,2018,0.534481415
Ecuador,1,2019,0.575552504
Ecuador,1,2020,0.620550884
Ecuador,1,2021,0.670324784
Estonia,1,1994,0.366430517
Estonia,1,1995,0.438760645
Estonia,1,1996,0.503185403
Estonia,1,1997,0.559843798
Estonia,1,1998,0.640228411
Estonia,1,1999,0.510204988
Estonia,1,2000,0.396058453
Estonia,1,2001,0.351342301
Estonia,1,2002,0.428722379
Estonia,1,2003,0.58381097
Estonia,1,2004,0.652109714
Estonia,1,2005,0.570059673
Estonia,1,2006,0.463055651
Estonia,1,2007,0.475120685
Estonia,1,2008,0.52297233
Estonia,1,2009,0.503536066
Estonia,1,2010,0.416432587
Estonia,1,2011,0.371416219
Estonia,1,2012,0.373583215
Estonia,1,2013,0.367484321
Estonia,1,2014,0.348460639
Estonia,1,2015,0.332641571
Estonia,1,2016,0.312317243
France,1,1980,0.41805629
France,1,1981,0.415834974
France,1,1982,0.413953147
France,1,1983,0.412392469
France,1,1984,0.411191065
France,1,1985,0.410296888
France,1,1986,0.409788751
France,1,1987,0.411441061
France,1,1988,0.414552982
France,1,1989,0.415477534
France,1,1990,0.40947766
France,1,1991,0.399980333
France,1,1992,0.382706288
France,1,1993,0.361107582
France,1,1994,0.339847542
France,1,1995,0.326264821
France,1,1996,0.315348378
France,1,1997,0.313158095
France,1,1998,0.312250367
France,1,1999,0.306730979
France,1,2000,0.30120987
France,1,2001,0.292464548
France,1,2002,0.283921908
France,1,2003,0.276183453
France,1,2004,0.276320924
France,1,2005,0.277343685
France,1,2006,0.274911969
France,1,2007,0.272082025
France,1,2008,0.266707659
France,1,2009,0.261206507
France,1,2010,0.255586567
France,1,2011,0.252961965
France,1,2012,0.250765704
France,1,2013,0.248842449
France,1,2014,0.247328563
France,1,2017,0.244621574
France,1,2018,0.244325072
Germany,1,1990,0.523115054
Germany,1,1991,0.534734008
Germany,1,1992,0.54030404
Germany,1,1993,0.540840739
Germany,1,1994,0.53321663
Germany,1,1995,0.521517643
Germany,1,1996,0.51390993
Germany,1,1997,0.505009716
Germany,1,1998,0.491136837
Germany,1,1999,0.473610465
Germany,1,2000,0.451197419
Germany,1,2001,0.425971973
Germany,1,2002,0.392552514
Germany,1,2003,0.360602497
Germany,1,2004,0.342308942
Germany,1,2005,0.329243324
Germany,1,2006,0.319457887
Germany,1,2007,0.314358875
Germany,1,2008,0.317466206
Germany,1,2009,0.323392572
Germany,1,2010,0.330931995
Germany,1,2011,0.337892602
Germany,1,2012,0.340870221
Germany,1,2013,0.339381791
Germany,1,2014,0.322614158
Germany,1,2015,0.304031082
Germany,1,2016,0.294509281
Germany,1,2017,0.287645322
Germany,1,2018,0.283517832
Germany,1,2019,0.282349525
Germany,1,2020,0.284863355
Iceland,1,1980,1.242394172
Iceland,1,1981,1.262330004
Iceland,1,1982,1.256947448
Iceland,1,1983,1.216748197
Iceland,1,1984,1.163746421
Iceland,1,1985,1.095759056
Iceland,1,1986,1.004589903
Iceland,1,1987,0.914974409
Iceland,1,1988,0.794476095
Iceland,1,1989,0.677416764
Iceland,1,1990,0.662998756
Iceland,1,1991,0.715704928
Iceland,1,1992,0.75832894
Iceland,1,1993,0.726991327
Iceland,1,1994,0.685306831
Iceland,1,1995,0.686881562
Iceland,1,1997,0.727251813
Iceland,1,1998,0.749177155
Iceland,1,1999,0.774753617
Iceland,1,2000,0.790591841
Iceland,1,2001,0.777766293
Iceland,1,2002,0.752642375
Iceland,1,2004,0.73135252
Iceland,1,2005,0.781606685
Iceland,1,2006,0.832333222
Iceland,1,2007,0.838705993
Iceland,1,2008,0.832419701
Iceland,1,2009,0.824614683
Iceland,1,2010,0.834552738
Iceland,1,2011,0.842538268
Iceland,1,2012,0.823109667
Iceland,1,2013,0.789883657
Iceland,1,2014,0.754181978
Iceland,1,2015,0.720170911
Iceland,1,2016,0.676170178
Iceland,1,2017,0.619777295
Iceland,1,2018,0.555145973
Iceland,1,2019,0.479662391
Iceland,1,2020,0.391620305
Iceland,1,2021,0.292319719
Ireland,1,1980,0.461329109
Ireland,1,1981,0.435253948
Ireland,1,1982,0.416982889
Ireland,1,1983,0.407922444
Ireland,1,1984,0.404656532
Ireland,1,1985,0.412428816
Ireland,1,1986,0.431546922
Ireland,1,1987,0.449116512
Ireland,1,1988,0.465141756
Ireland,1,1989,0.471713462
Ireland,1,1990,0.456766765
Ireland,1,1991,0.432174981
Ireland,1,1992,0.409080995
Ireland,1,1993,0.383940527
Ireland,1,1994,0.354820008
Ireland,1,1995,0.320869881
Ireland,1,1996,0.283839163
Ireland,1,1997,0.261184669
Ireland,1,1998,0.257677663
Ireland,1,1999,0.262141238
Ireland,1,2000,0.281947719
Ireland,1,2001,0.313791578
Ireland,1,2002,0.33519059
Ireland,1,2003,0.339052441
Ireland,1,2004,0.337421013
Ireland,1,2005,0.325947564
Ireland,1,2006,0.305822127
Ireland,1,2007,0.291574935
Ireland,1,2008,0.284725721
Ireland,1,2009,0.281364134
Ireland,1,2011,0.30706507
Ireland,1,2012,0.32424597
Ireland,1,2013,0.331709939
Ireland,1,2015,0.32397938
Ireland,1,2016,0.310011131
Ireland,1,2017,0.288610444
Ireland,1,2018,0.260285488
Ireland,1,2019,0.222985725
Ireland,1,2020,0.177829409
Israel,1,1980,0.466099022
Israel,1,1981,0.523856788
Israel,1,1982,0.567073541
Israel,1,1983,0.593322449
Israel,1,1984,0.604510521
Israel,1,1985,0.60486501
Israel,1,1986,0.583484597
Israel,1,1987,0.543519935
Israel,1,1988,0.510276235
Israel,1,1989,0.476976066
Israel,1,1990,0.449069034
Israel,1,1991,0.451377675
Israel,1,1992,0.468133353
Israel,1,1993,0.482095085
Israel,1,1994,0.502059462
Israel,1,1995,0.520371622
Israel,1,1996,0.514574347
Israel,1,1997,0.497716884
Israel,1,1998,0.481140761
Israel,1,1999,0.456724847
Israel,1,2000,0.436016417
Israel,1,2001,0.441231025
Israel,1,2002,0.455510794
Israel,1,2003,0.461089709
Israel,1,2004,0.452225569
Israel,1,2005,0.440122604
Israel,1,2006,0.432434442
Israel,1,2007,0.42596497
Israel,1,2008,0.417557865
Israel,1,2009,0.414926444
Israel,1,2010,0.431610658
Israel,1,2011,0.450106813
Israel,1,2012,0.460805462
Israel,1,2013,0.472891019
Israel,1,2014,0.475702134
Israel,1,2015,0.465648847
Israel,1,2016,0.45031881
Israel,1,2017,0.431156287
Israel,1,2018,0.406571084
Israel,1,2019,0.378116582
Israel,1,2020,0.346531159
Israel,1,2021,0.310918639
Italy,1,1980,0.484886601
Italy,1,1981,0.494612879
Italy,1,1982,0.502513671
Italy,1,1983,0.508552034
Italy,1,1984,0.512696785
Italy,1,1985,0.514978519
Italy,1,1986,0.5158359
Italy,1,1987,0.515221094
Italy,1,1988,0.512434948
Italy,1,1989,0.50749606
Italy,1,1990,0.500067457
Italy,1,1991,0.487322833
Italy,1,1992,0.471086894
Italy,1,1993,0.457103663
Italy,1,1994,0.445777542
Italy,1,1995,0.435168799
Italy,1,1996,0.427149232
Italy,1,1997,0.420668144
Italy,1,1998,0.413569611
Italy,1,1999,0.40825174
Italy,1,2000,0.402095895
Italy,1,2001,0.388169542
Italy,1,2002,0.370380584
Italy,1,2003,0.355308651
Italy,1,2004,0.341437877
Italy,1,2005,0.330227756
Italy,1,2006,0.327844871
Italy,1,2007,0.329997771
Italy,1,2008,0.332042066
Italy,1,2009,0.339897272
Italy,1,2010,0.346953906
Italy,1,2011,0.343015122
Italy,1,2012,0.335091772
Italy,1,2013,0.325557519
Italy,1,2014,0.31229046
Italy,1,2015,0.299664187
Italy,1,2016,0.291235261
Italy,1,2017,0.283402072
Italy,1,2018,0.27754427
Italy,1,2019,0.274463394
Italy,1,2020,0.273433092
Japan,1,1980,0.334361116
Japan,1,1981,0.332092031
Japan,1,1982,0.330670093
Japan,1,1983,0.330438115
Japan,1,1984,0.330964117
Japan,1,1985,0.331558326
Japan,1,1986,0.333735874
Japan,1,1987,0.337219766
Japan,1,1988,0.338632038
Japan,1,1989,0.333573562
Japan,1,1990,0.327979144
Japan,1,1991,0.325424294
Japan,1,1992,0.322830237
Japan,1,1993,0.322338482
Japan,1,1994,0.327089365
Japan,1,1995,0.332456048
Japan,1,1996,0.336760491
Japan,1,1997,0.341985216
Japan,1,1998,0.344111817
Japan,1,1999,0.339638426
Japan,1,2000,0.333493335
Japan,1,2001,0.327715057
Japan,1,2002,0.320704621
Japan,1,2003,0.315632641
Japan,1,2004,0.313507172
Japan,1,2005,0.31262448
Japan,1,2006,0.312087491
Japan,1,2007,0.312905127
Japan,1,2008,0.314805716
Japan,1,2009,0.314971302
Japan,1,2010,0.312570954
Japan,1,2011,0.309163726
Japan,1,2012,0.304168478
Japan,1,2013,0.297782561
Japan,1,2014,0.291940724
Japan,1,2015,0.286033268
Japan,1,2016,0.281107257
Japan,1,2017,0.278501028
Japan,1,2018,0.276890431
Japan,1,2019,0.276701632
Japan,1,2020,0.278185306
Japan,1,2021,0.281118101
Kuwait,1,1993,0.079083714
Kuwait,1,1994,0.173854667
Kuwait,1,1995,0.261288569
Kuwait,1,1997,0.4036733
Kuwait,1,1999,0.500120265
Kuwait,1,2001,0.454913365
Kuwait,1,2002,0.415040182
Kuwait,1,2007,0.618297152
Kuwait,1,2008,0.560290171
Kuwait,1,2009,0.471775542
Kuwait,1,2010,0.33736687
Kuwait,1,2011,0.254462813
Kuwait,1,2012,0.32734133
Kuwait,1,2013,0.433930788
Kuwait,1,2014,0.478848549
Kuwait,1,2015,0.433137983
Kuwait,1,2016,0.398510923
Kuwait,1,2017,0.347368514
Kuwait,1,2018,0.25018738
Kuwait,1,2019,0.117326385
Latvia,1,1996,0.584830512
Latvia,1,1997,0.50308286
Latvia,1,1998,0.445630344
Latvia,1,1999,0.417428424
Latvia,1,2000,0.441392218
Latvia,1,2001,0.492858658
Latvia,1,2002,0.557139092
Latvia,1,2003,0.613022338
Latvia,1,2004,0.662863484
Latvia,1,2005,0.680946861
Latvia,1,2006,0.612330293
Latvia,1,2007,0.532425826
Latvia,1,2008,0.487597306
Latvia,1,2009,0.487056399
Latvia,1,2010,0.50525064
Latvia,1,2011,0.575694929
Latvia,1,2012,0.62633261
Latvia,1,2013,0.541451457
Latvia,1,2014,0.431213281
Latvia,1,2015,0.344809807
Latvia,1,2016,0.316865498
Latvia,1,2017,0.305847211
Latvia,1,2018,0.287465011
Latvia,1,2019,0.307387976
Latvia,1,2020,0.351204898
Latvia,1,2021,0.419275845
Lithuania,1,1993,0.519913106
Lithuania,1,1994,0.567748723
Lithuania,1,1995,0.591946032
Lithuania,1,1996,0.599321944
Lithuania,1,1997,0.57461614
Lithuania,1,1998,0.538145486
Lithuania,1,1999,0.528637572
Lithuania,1,2000,0.52086779
Lithuania,1,2001,0.498504621
Lithuania,1,2002,0.473202777
Lithuania,1,2003,0.450597357
Lithuania,1,2004,0.42709183
Lithuania,1,2005,0.38463834
Lithuania,1,2006,0.348864371
Lithuania,1,2007,0.37082209
Lithuania,1,2008,0.369324151
Lithuania,1,2009,0.360130681
Lithuania,1,2010,0.317082615
Lithuania,1,2011,0.275989297
Lithuania,1,2012,0.255714536
Lithuania,1,2013,0.24366243
Lithuania,1,2014,0.264912078
Lithuania,1,2015,0.29504387
Lithuania,1,2016,0.314990036
Lithuania,1,2017,0.326972424
Lithuania,1,2018,0.317462747
Lithuania,1,2019,0.303020478
Lithuania,1,2020,0.29070636
Lithuania,1,2021,0.275429239
Lithuania,1,2022,0.25852574
Malta,1,1980,0.61144567
Malta,1,1981,0.356008049
Malta,1,1982,0.177442412
Malta,1,1983,0.069327092
Malta,1,1984,0.034668256
Malta,1,1985,0.068649133
Malta,1,1986,0.240498695
Malta,1,1987,0.419904669
Malta,1,1988,0.47952067
Malta,1,1989,0.502787401
Malta,1,1990,0.433024729
Malta,1,1991,0.360776385
Malta,1,1992,0.374625377
Malta,1,1993,0.416124696
Malta,1,1994,0.555384815
Malta,1,1995,0.696468677
Malta,1,1997,0.738708324
Malta,1,1998,0.716937631
Malta,1,2000,0.547988751
Malta,1,2001,0.484261195
Malta,1,2002,0.471253362
Malta,1,2003,0.48281646
Malta,1,2005,0.622685411
Malta,1,2006,0.654599981
Malta,1,2007,0.60483316
Malta,1,2010,0.347441491
Malta,1,2011,0.317937251
Malta,1,2012,0.305436511
Malta,1,2013,0.309361369
Malta,1,2015,0.366036358
Malta,1,2016,0.42092621
Malta,1,2017,0.492788687
New Zealand,1,1980,0.572391273
New Zealand,1,1981,0.47815255
New Zealand,1,1982,0.400346062
New Zealand,1,1983,0.337645551
New Zealand,1,1984,0.288557924
New Zealand,1,1985,0.25623568
New Zealand,1,1986,0.2369673
New Zealand,1,1987,0.222904341
New Zealand,1,1988,0.220485143
New Zealand,1,1989,0.23932359
New Zealand,1,1990,0.262334189
New Zealand,1,1991,0.295056005
New Zealand,1,1992,0.319332067
New Zealand,1,1993,0.337881708
New Zealand,1,1994,0.323618801
New Zealand,1,1995,0.302064909
New Zealand,1,1996,0.274889117
New Zealand,1,1997,0.248356393
New Zealand,1,1998,0.246074869
New Zealand,1,1999,0.251167568
New Zealand,1,2000,0.262365681
New Zealand,1,2001,0.273935875
New Zealand,1,2002,0.286192957
New Zealand,1,2003,0.297751684
New Zealand,1,2004,0.30715654
New Zealand,1,2005,0.309372591
New Zealand,1,2006,0.306434529
New Zealand,1,2007,0.285181609
New Zealand,1,2008,0.265672007
New Zealand,1,2009,0.260480432
New Zealand,1,2010,0.270519387
New Zealand,1,2011,0.284232218
New Zealand,1,2012,0.296974187
New Zealand,1,2013,0.3131253
New Zealand,1,2015,0.35353435
New Zealand,1,2016,0.377781417
Norway,1,1980,0.350364021
Norway,1,1981,0.364406503
Norway,1,1982,0.381611572
Norway,1,1983,0.401603509
Norway,1,1984,0.420554371
Norway,1,1985,0.444848037
Norway,1,1986,0.465315918
Norway,1,1987,0.473240281
Norway,1,1988,0.450188066
Norway,1,1989,0.421454381
Norway,1,1990,0.394672339
Norway,1,1991,0.367812179
Norway,1,1992,0.358191594
Norway,1,1993,0.355811852
Norway,1,1994,0.358614489
Norway,1,1995,0.368404998
Norway,1,1996,0.375812787
Norway,1,1997,0.360657942
Norway,1,1998,0.342286407
Norway,1,1999,0.335641684
Norway,1,2000,0.329075371
Norway,1,2001,0.307996203
Norway,1,2002,0.284510714
Norway,1,2003,0.266953156
Norway,1,2004,0.283971905
Norway,1,2005,0.305504253
Norway,1,2006,0.325219173
Norway,1,2007,0.33991621
Norway,1,2008,0.333416422
Norway,1,2009,0.319553885
Norway,1,2010,0.276843267
Norway,1,2011,0.256387687
Norway,1,2012,0.242797984
Norway,1,2013,0.240243015
Norway,1,2014,0.245497626
Norway,1,2015,0.262551945
Norway,1,2016,0.289445735
Philippines,1,1992,0.418781679
Philippines,1,1993,0.49136946
Philippines,1,1994,0.532817523
Philippines,1,1995,0.546751037
Philippines,1,1996,0.521451802
Philippines,1,1997,0.542568945
Philippines,1,1998,0.597395918
Philippines,1,1999,0.655501888
Philippines,1,2000,0.669404876
Philippines,1,2001,0.68151807
Philippines,1,2002,0.716618304
Philippines,1,2003,0.746068367
Philippines,1,2006,0.673477146
Philippines,1,2007,0.688809586
Philippines,1,2008,0.702831847
Philippines,1,2009,0.704093931
Philippines,1,2010,0.717388006
Philippines,1,2011,0.726067484
Philippines,1,2014,0.752382732
Philippines,1,2016,0.763882789
Philippines,1,2017,0.762397389
Philippines,1,2018,0.756525884
Philippines,1,2019,0.746791298
Poland,1,1999,0.334518722
Poland,1,2000,0.330799605
Poland,1,2001,0.326242219
Poland,1,2002,0.320779966
Poland,1,2003,0.311648306
